"Velocity:0","Velocity:1","Velocity:2","Velocity Magnitude","Pressure","Points:0","Points:1","Points:2"
0.6446,-0.005133,0,0.6447,0.01793,4.828,2.75,0
0.643,-0.00492,0,0.643,0.01936,4.867,2.75,0
0.6419,-0.004762,0,0.6419,0.0204,4.896,2.75,0
0.6414,-0.00469,0,0.6414,0.02088,4.909,2.75,0
0.6418,-0.005641,0,0.6418,0.01337,4.705,2.753,0
0.6412,-0.005574,0,0.6412,0.01385,4.718,2.753,0
0.6399,-0.005428,0,0.64,0.01491,4.746,2.753,0
0.6382,-0.005225,0,0.6383,0.01635,4.785,2.753,0
0.6364,-0.005,0,0.6365,0.01792,4.828,2.753,0
0.6348,-0.004791,0,0.6349,0.01935,4.867,2.753,0
0.6337,-0.004637,0,0.6337,0.02039,4.896,2.753,0
0.6332,-0.004565,0,0.6332,0.02086,4.909,2.753,0
0.6237,-0.005327,0,0.6238,0.01333,4.705,2.76,0
0.6232,-0.005263,0,0.6232,0.01382,4.718,2.76,0
0.6219,-0.005123,0,0.6219,0.01488,4.746,2.76,0
0.6203,-0.004929,0,0.6203,0.01632,4.785,2.76,0
0.6185,-0.004714,0,0.6185,0.01789,4.828,2.76,0
0.617,-0.004515,0,0.617,0.01931,4.867,2.76,0
0.6159,-0.004367,0,0.6159,0.02035,4.896,2.76,0
0.6154,-0.004299,0,0.6154,0.02083,4.909,2.76,0
0.599,-0.00491,0,0.599,0.01329,4.705,2.77,0
0.5985,-0.004851,0,0.5985,0.01378,4.718,2.77,0
0.5973,-0.004719,0,0.5973,0.01484,4.746,2.77,0
0.5957,-0.004538,0,0.5957,0.01628,4.785,2.77,0
0.594,-0.004337,0,0.594,0.01785,4.828,2.77,0
0.5925,-0.00415,0,0.5925,0.01927,4.867,2.77,0
0.5914,-0.004012,0,0.5914,0.02031,4.896,2.77,0
0.591,-0.003948,0,0.591,0.02079,4.909,2.77,0
0.5719,-0.004472,0,0.5719,0.01325,4.705,2.78,0
0.5713,-0.004417,0,0.5713,0.01374,4.718,2.78,0
0.5702,-0.004295,0,0.5702,0.01479,4.746,2.78,0
0.5686,-0.004127,0,0.5687,0.01623,4.785,2.78,0
0.567,-0.003941,0,0.567,0.0178,4.828,2.78,0
0.5656,-0.003768,0,0.5656,0.01923,4.867,2.78,0
0.5646,-0.00364,0,0.5646,0.02027,4.896,2.78,0
0.5642,-0.003581,0,0.5642,0.02074,4.909,2.78,0
0.547,-0.004089,0,0.547,0.01321,4.705,2.79,0
0.5465,-0.004037,0,0.5465,0.0137,4.718,2.79,0
0.5454,-0.003924,0,0.5454,0.01476,4.746,2.79,0
0.5439,-0.003768,0,0.5439,0.0162,4.785,2.79,0
0.5424,-0.003595,0,0.5424,0.01776,4.828,2.79,0
0.541,-0.003434,0,0.541,0.01919,4.867,2.79,0
0.5401,-0.003315,0,0.5401,0.02023,4.896,2.79,0
0.5396,-0.003261,0,0.5396,0.0207,4.909,2.79,0
0.5288,-0.003818,0,0.5288,0.01319,4.705,2.797,0
0.5283,-0.003769,0,0.5283,0.01367,4.718,2.797,0
0.5272,-0.003662,0,0.5272,0.01473,4.746,2.797,0
0.5258,-0.003515,0,0.5258,0.01617,4.785,2.797,0
0.5243,-0.003351,0,0.5243,0.01774,4.828,2.797,0
0.523,-0.0032,0,0.523,0.01916,4.867,2.797,0
0.522,-0.003087,0,0.522,0.0202,4.896,2.797,0
0.5216,-0.003036,0,0.5216,0.02068,4.909,2.797,0
0.5204,-0.003697,0,0.5204,0.01318,4.705,2.8,0
0.5199,-0.003649,0,0.5199,0.01366,4.718,2.8,0
0.5189,-0.003545,0,0.5189,0.01472,4.746,2.8,0
0.5175,-0.003402,0,0.5175,0.01616,4.785,2.8,0
0.516,-0.003243,0,0.516,0.01773,4.828,2.8,0
0.5147,-0.003095,0,0.5147,0.01915,4.867,2.8,0
0.5138,-0.002986,0,0.5138,0.02019,4.896,2.8,0
0.5134,-0.002935,0,0.5134,0.02067,4.909,2.8,0
0.6414,-0.00469,0,0.6414,0.02088,4.909,2.75,0
0.6409,-0.004616,0,0.6409,0.02135,4.922,2.75,0
0.6398,-0.004455,0,0.6398,0.02238,4.951,2.75,0
0.6383,-0.004233,0,0.6383,0.02378,4.99,2.75,0
0.6368,-0.003986,0,0.6368,0.02531,5.033,2.75,0
0.6355,-0.003757,0,0.6355,0.02669,5.072,2.75,0
0.6346,-0.003587,0,0.6346,0.02769,5.101,2.75,0
0.6342,-0.003509,0,0.6342,0.02815,5.114,2.75,0
0.6332,-0.004565,0,0.6332,0.02086,4.909,2.753,0
0.6327,-0.004494,0,0.6327,0.02133,4.922,2.753,0
0.6316,-0.004336,0,0.6316,0.02237,4.951,2.753,0
0.6302,-0.004118,0,0.6302,0.02377,4.99,2.753,0
0.6287,-0.003876,0,0.6287,0.02529,5.033,2.753,0
0.6274,-0.003652,0,0.6274,0.02667,5.072,2.753,0
0.6265,-0.003485,0,0.6265,0.02768,5.101,2.753,0
0.6261,-0.003409,0,0.6261,0.02814,5.114,2.753,0
0.6154,-0.004299,0,0.6154,0.02083,4.909,2.76,0
0.6149,-0.004231,0,0.6149,0.0213,4.922,2.76,0
0.6138,-0.00408,0,0.6139,0.02233,4.951,2.76,0
0.6125,-0.003872,0,0.6125,0.02373,4.99,2.76,0
0.611,-0.003641,0,0.611,0.02526,5.033,2.76,0
0.6098,-0.003427,0,0.6098,0.02664,5.072,2.76,0
0.6089,-0.003268,0,0.6089,0.02764,5.101,2.76,0
0.6085,-0.003195,0,0.6085,0.0281,5.114,2.76,0
0.591,-0.003948,0,0.591,0.02079,4.909,2.77,0
0.5905,-0.003884,0,0.5905,0.02126,4.922,2.77,0
0.5895,-0.003744,0,0.5895,0.02229,4.951,2.77,0
0.5882,-0.003549,0,0.5882,0.02369,4.99,2.77,0
0.5868,-0.003333,0,0.5868,0.02521,5.033,2.77,0
0.5856,-0.003132,0,0.5856,0.02659,5.072,2.77,0
0.5847,-0.002984,0,0.5847,0.0276,5.101,2.77,0
0.5843,-0.002915,0,0.5844,0.02806,5.114,2.77,0
0.5642,-0.003581,0,0.5642,0.02074,4.909,2.78,0
0.5637,-0.003522,0,0.5637,0.02122,4.922,2.78,0
0.5628,-0.003391,0,0.5628,0.02225,4.951,2.78,0
0.5615,-0.003211,0,0.5615,0.02365,4.99,2.78,0
0.5602,-0.003011,0,0.5602,0.02517,5.033,2.78,0
0.559,-0.002825,0,0.559,0.02655,5.072,2.78,0
0.5582,-0.002688,0,0.5582,0.02755,5.101,2.78,0
0.5579,-0.002624,0,0.5579,0.02801,5.114,2.78,0
0.5396,-0.003261,0,0.5396,0.0207,4.909,2.79,0
0.5392,-0.003206,0,0.5392,0.02118,4.922,2.79,0
0.5383,-0.003084,0,0.5383,0.02221,4.951,2.79,0
0.5371,-0.002917,0,0.5371,0.02361,4.99,2.79,0
0.5358,-0.002731,0,0.5358,0.02513,5.033,2.79,0
0.5347,-0.002559,0,0.5348,0.02651,5.072,2.79,0
0.534,-0.002432,0,0.534,0.02752,5.101,2.79,0
0.5336,-0.002373,0,0.5336,0.02798,5.114,2.79,0
0.5216,-0.003036,0,0.5216,0.02068,4.909,2.797,0
0.5212,-0.002984,0,0.5212,0.02115,4.922,2.797,0
0.5203,-0.002869,0,0.5203,0.02218,4.951,2.797,0
0.5192,-0.002711,0,0.5192,0.02358,4.99,2.797,0
0.518,-0.002536,0,0.518,0.02511,5.033,2.797,0
0.5169,-0.002373,0,0.5169,0.02649,5.072,2.797,0
0.5162,-0.002253,0,0.5162,0.02749,5.101,2.797,0
0.5159,-0.002197,0,0.5159,0.02795,5.114,2.797,0
0.5134,-0.002935,0,0.5134,0.02067,4.909,2.8,0
0.513,-0.002885,0,0.513,0.02114,4.922,2.8,0
0.5121,-0.002773,0,0.5121,0.02217,4.951,2.8,0
0.511,-0.002619,0,0.511,0.02357,4.99,2.8,0
0.5098,-0.002449,0,0.5098,0.02509,5.033,2.8,0
0.5088,-0.00229,0,0.5088,0.02648,5.072,2.8,0
0.508,-0.002173,0,0.5081,0.02748,5.101,2.8,0
0.5077,-0.002119,0,0.5077,0.02794,5.114,2.8,0
0.6342,-0.003509,0,0.6342,0.02815,5.114,2.75,0
0.6337,-0.00343,0,0.6338,0.02861,5.127,2.75,0
0.6329,-0.003257,0,0.6329,0.0296,5.155,2.75,0
0.6317,-0.003017,0,0.6317,0.03095,5.195,2.75,0
0.6306,-0.002751,0,0.6306,0.03241,5.237,2.75,0
0.6296,-0.002505,0,0.6296,0.03373,5.276,2.75,0
0.6289,-0.002322,0,0.6289,0.03469,5.305,2.75,0
0.6286,-0.002238,0,0.6286,0.03512,5.318,2.75,0
0.6261,-0.003409,0,0.6261,0.02814,5.114,2.753,0
0.6257,-0.003331,0,0.6257,0.02859,5.127,2.753,0
0.6248,-0.003162,0,0.6248,0.02959,5.155,2.753,0
0.6237,-0.002927,0,0.6237,0.03093,5.195,2.753,0
0.6226,-0.002667,0,0.6226,0.03239,5.237,2.753,0
0.6216,-0.002426,0,0.6216,0.03371,5.276,2.753,0
0.6209,-0.002247,0,0.6209,0.03467,5.305,2.753,0
0.6206,-0.002164,0,0.6206,0.03511,5.318,2.753,0
0.6085,-0.003195,0,0.6085,0.0281,5.114,2.76,0
0.6081,-0.003122,0,0.6081,0.02856,5.127,2.76,0
0.6072,-0.00296,0,0.6073,0.02955,5.155,2.76,0
0.6062,-0.002736,0,0.6062,0.0309,5.195,2.76,0
0.6051,-0.002488,0,0.6051,0.03236,5.237,2.76,0
0.6041,-0.002257,0,0.6041,0.03368,5.276,2.76,0
0.6034,-0.002087,0,0.6035,0.03464,5.305,2.76,0
0.6032,-0.002008,0,0.6032,0.03507,5.318,2.76,0
0.5843,-0.002915,0,0.5844,0.02806,5.114,2.77,0
0.584,-0.002847,0,0.584,0.02851,5.127,2.77,0
0.5832,-0.002695,0,0.5832,0.02951,5.155,2.77,0
0.5822,-0.002486,0,0.5822,0.03085,5.195,2.77,0
0.5811,-0.002254,0,0.5811,0.03231,5.237,2.77,0
0.5802,-0.002038,0,0.5802,0.03363,5.276,2.77,0
0.5796,-0.001879,0,0.5796,0.03459,5.305,2.77,0
0.5793,-0.001805,0,0.5793,0.03503,5.318,2.77,0
0.5579,-0.002624,0,0.5579,0.02801,5.114,2.78,0
0.5575,-0.002561,0,0.5575,0.02847,5.127,2.78,0
0.5568,-0.002421,0,0.5568,0.02946,5.155,2.78,0
0.5558,-0.002227,0,0.5558,0.03081,5.195,2.78,0
0.5548,-0.002012,0,0.5548,0.03227,5.237,2.78,0
0.554,-0.001813,0,0.554,0.03359,5.276,2.78,0
0.5534,-0.001665,0,0.5534,0.03455,5.305,2.78,0
0.5531,-0.001597,0,0.5531,0.03498,5.318,2.78,0
0.5336,-0.002373,0,0.5336,0.02798,5.114,2.79,0
0.5333,-0.002314,0,0.5333,0.02843,5.127,2.79,0
0.5326,-0.002184,0,0.5326,0.02942,5.155,2.79,0
0.5317,-0.002004,0,0.5317,0.03077,5.195,2.79,0
0.5308,-0.001804,0,0.5308,0.03223,5.237,2.79,0
0.53,-0.00162,0,0.53,0.03355,5.276,2.79,0
0.5294,-0.001482,0,0.5294,0.03451,5.305,2.79,0
0.5292,-0.001419,0,0.5292,0.03494,5.318,2.79,0
0.5159,-0.002197,0,0.5159,0.02795,5.114,2.797,0
0.5156,-0.002141,0,0.5156,0.02841,5.127,2.797,0
0.5149,-0.002018,0,0.5149,0.0294,5.155,2.797,0
0.514,-0.001849,0,0.514,0.03074,5.195,2.797,0
0.5131,-0.00166,0,0.5131,0.0322,5.237,2.797,0
0.5124,-0.001486,0,0.5124,0.03352,5.276,2.797,0
0.5118,-0.001356,0,0.5118,0.03448,5.305,2.797,0
0.5116,-0.001297,0,0.5116,0.03492,5.318,2.797,0
0.5077,-0.002119,0,0.5077,0.02794,5.114,2.8,0
0.5074,-0.002065,0,0.5074,0.02839,5.127,2.8,0
0.5068,-0.001945,0,0.5068,0.02939,5.155,2.8,0
0.5059,-0.00178,0,0.5059,0.03073,5.195,2.8,0
0.505,-0.001597,0,0.505,0.03219,5.237,2.8,0
0.5043,-0.001427,0,0.5043,0.03351,5.276,2.8,0
0.5038,-0.001301,0,0.5038,0.03447,5.305,2.8,0
0.5036,-0.001243,0,0.5036,0.03491,5.318,2.8,0
0.6286,-0.002238,0,0.6286,0.03512,5.318,2.75,0
0.6283,-0.002153,0,0.6283,0.03556,5.331,2.75,0
0.6276,-0.001967,0,0.6276,0.0365,5.36,2.75,0
0.6268,-0.001709,0,0.6268,0.03778,5.399,2.75,0
0.626,-0.001423,0,0.626,0.03916,5.442,2.75,0
0.6253,-0.001157,0,0.6253,0.0404,5.481,2.75,0
0.6249,-0.0009601,0,0.6249,0.0413,5.51,2.75,0
0.6247,-0.0008692,0,0.6247,0.04171,5.523,2.75,0
0.6206,-0.002164,0,0.6206,0.03511,5.318,2.753,0
0.6203,-0.002081,0,0.6203,0.03554,5.331,2.753,0
0.6197,-0.001899,0,0.6197,0.03649,5.36,2.753,0
0.6189,-0.001646,0,0.6189,0.03776,5.399,2.753,0
0.6181,-0.001366,0,0.6181,0.03914,5.442,2.753,0
0.6174,-0.001106,0,0.6174,0.04038,5.481,2.753,0
0.617,-0.000913,0,0.617,0.04128,5.51,2.753,0
0.6168,-0.000824,0,0.6168,0.04169,5.523,2.753,0
0.6032,-0.002008,0,0.6032,0.03507,5.318,2.76,0
0.6029,-0.001929,0,0.6029,0.03551,5.331,2.76,0
0.6023,-0.001755,0,0.6023,0.03645,5.36,2.76,0
0.6015,-0.001514,0,0.6015,0.03773,5.399,2.76,0
0.6008,-0.001246,0,0.6008,0.0391,5.442,2.76,0
0.6002,-0.0009984,0,0.6002,0.04035,5.481,2.76,0
0.5997,-0.0008145,0,0.5997,0.04125,5.51,2.76,0
0.5996,-0.0007296,0,0.5996,0.04165,5.523,2.76,0
0.5793,-0.001805,0,0.5793,0.03503,5.318,2.77,0
0.579,-0.001731,0,0.579,0.03546,5.331,2.77,0
0.5785,-0.001568,0,0.5785,0.03641,5.36,2.77,0
0.5778,-0.001343,0,0.5778,0.03768,5.399,2.77,0
0.5771,-0.001093,0,0.5771,0.03906,5.442,2.77,0
0.5765,-0.0008612,0,0.5765,0.0403,5.481,2.77,0
0.5761,-0.0006892,0,0.5761,0.0412,5.51,2.77,0
0.576,-0.0006099,0,0.576,0.04161,5.523,2.77,0
0.5531,-0.001597,0,0.5531,0.03498,5.318,2.78,0
0.5529,-0.001528,0,0.5529,0.03542,5.331,2.78,0
0.5524,-0.001378,0,0.5524,0.03636,5.36,2.78,0
0.5517,-0.001169,0,0.5517,0.03764,5.399,2.78,0
0.5511,-0.000938,0,0.5511,0.03901,5.442,2.78,0
0.5505,-0.0007235,0,0.5505,0.04026,5.481,2.78,0
0.5502,-0.0005644,0,0.5502,0.04115,5.51,2.78,0
0.5501,-0.000491,0,0.5501,0.04156,5.523,2.78,0
0.5292,-0.001419,0,0.5292,0.03494,5.318,2.79,0
0.5289,-0.001356,0,0.5289,0.03538,5.331,2.79,0
0.5285,-0.001216,0,0.5285,0.03632,5.36,2.79,0
0.5279,-0.001023,0,0.5279,0.0376,5.399,2.79,0
0.5273,-0.000808,0,0.5273,0.03898,5.442,2.79,0
0.5268,-0.000609,0,0.5268,0.04022,5.481,2.79,0
0.5265,-0.0004614,0,0.5265,0.04112,5.51,2.79,0
0.5263,-0.0003933,0,0.5263,0.04152,5.523,2.79,0
0.5116,-0.001297,0,0.5116,0.03492,5.318,2.797,0
0.5114,-0.001237,0,0.5114,0.03535,5.331,2.797,0
0.5109,-0.001105,0,0.5109,0.0363,5.36,2.797,0
0.5104,-0.0009224,0,0.5104,0.03757,5.399,2.797,0
0.5098,-0.0007198,0,0.5098,0.03895,5.442,2.797,0
0.5094,-0.0005319,0,0.5094,0.04019,5.481,2.797,0
0.5091,-0.0003925,0,0.5091,0.04109,5.51,2.797,0
0.5089,-0.0003282,0,0.5089,0.0415,5.523,2.797,0
0.5036,-0.001243,0,0.5036,0.03491,5.318,2.8,0
0.5033,-0.001184,0,0.5033,0.03534,5.331,2.8,0
0.5029,-0.001056,0,0.5029,0.03628,5.36,2.8,0
0.5023,-0.0008785,0,0.5023,0.03756,5.399,2.8,0
0.5018,-0.0006813,0,0.5018,0.03894,5.442,2.8,0
0.5014,-0.0004984,0,0.5014,0.04018,5.481,2.8,0
0.5011,-0.0003628,0,0.5011,0.04108,5.51,2.8,0
0.501,-0.0003003,0,0.501,0.04149,5.523,2.8,0
0.6247,-0.0008692,0,0.6247,0.04171,5.523,2.75,0
0.6245,-0.0007779,0,0.6245,0.04212,5.536,2.75,0
0.6242,-0.0005769,0,0.6242,0.043,5.564,2.75,0
0.6237,-0.0002991,0,0.6237,0.04418,5.604,2.75,0
0.6233,9.769e-06,0,0.6233,0.04546,5.646,2.75,0
0.623,0.0002962,0,0.623,0.04661,5.686,2.75,0
0.6228,0.0005087,0,0.6228,0.04743,5.714,2.75,0
0.6228,0.0006067,0,0.6228,0.04781,5.727,2.75,0
0.6168,-0.000824,0,0.6168,0.04169,5.523,2.753,0
0.6166,-0.0007346,0,0.6166,0.0421,5.536,2.753,0
0.6163,-0.0005378,0,0.6163,0.04298,5.564,2.753,0
0.6158,-0.0002658,0,0.6158,0.04417,5.604,2.753,0
0.6155,3.661e-05,0,0.6155,0.04544,5.646,2.753,0
0.6152,0.0003171,0,0.6152,0.04659,5.686,2.753,0
0.615,0.0005251,0,0.615,0.04742,5.714,2.753,0
0.6149,0.0006211,0,0.6149,0.04779,5.727,2.753,0
0.5996,-0.0007296,0,0.5996,0.04165,5.523,2.76,0
0.5994,-0.0006443,0,0.5994,0.04206,5.536,2.76,0
0.5991,-0.0004566,0,0.5991,0.04294,5.564,2.76,0
0.5987,-0.0001971,0,0.5987,0.04413,5.604,2.76,0
0.5983,9.133e-05,0,0.5983,0.04541,5.646,2.76,0
0.598,0.0003589,0,0.598,0.04655,5.686,2.76,0
0.5979,0.0005573,0,0.5979,0.04738,5.714,2.76,0
0.5979,0.0006489,0,0.5979,0.04775,5.727,2.76,0
0.576,-0.0006099,0,0.576,0.04161,5.523,2.77,0
0.5758,-0.0005301,0,0.5758,0.04202,5.536,2.77,0
0.5755,-0.0003547,0,0.5755,0.0429,5.564,2.77,0
0.5751,-0.0001121,0,0.5751,0.04408,5.604,2.77,0
0.5748,0.0001576,0,0.5748,0.04536,5.646,2.77,0
0.5746,0.0004077,0,0.5746,0.04651,5.686,2.77,0
0.5745,0.0005932,0,0.5745,0.04733,5.714,2.77,0
0.5745,0.0006788,0,0.5745,0.04771,5.727,2.77,0
0.5501,-0.000491,0,0.5501,0.04156,5.523,2.78,0
0.5499,-0.0004172,0,0.5499,0.04197,5.536,2.78,0
0.5496,-0.0002549,0,0.5496,0.04285,5.564,2.78,0
0.5493,-3.04e-05,0,0.5493,0.04404,5.604,2.78,0
0.5491,0.0002191,0,0.5491,0.04531,5.646,2.78,0
0.5489,0.0004505,0,0.5489,0.04646,5.686,2.78,0
0.5488,0.0006221,0,0.5488,0.04729,5.714,2.78,0
0.5488,0.0007013,0,0.5488,0.04766,5.727,2.78,0
0.5263,-0.0003933,0,0.5263,0.04152,5.523,2.79,0
0.5262,-0.0003248,0,0.5262,0.04193,5.536,2.79,0
0.526,-0.0001742,0,0.526,0.04281,5.564,2.79,0
0.5257,3.399e-05,0,0.5257,0.044,5.604,2.79,0
0.5255,0.0002654,0,0.5255,0.04528,5.646,2.79,0
0.5253,0.0004801,0,0.5253,0.04642,5.686,2.79,0
0.5253,0.0006393,0,0.5253,0.04725,5.714,2.79,0
0.5253,0.0007128,0,0.5253,0.04762,5.727,2.79,0
0.5089,-0.0003282,0,0.5089,0.0415,5.523,2.797,0
0.5088,-0.0002636,0,0.5088,0.0419,5.536,2.797,0
0.5086,-0.0001215,0,0.5086,0.04279,5.564,2.797,0
0.5084,7.511e-05,0,0.5084,0.04397,5.604,2.797,0
0.5082,0.0002936,0,0.5082,0.04525,5.646,2.797,0
0.5081,0.0004963,0,0.5081,0.04639,5.686,2.797,0
0.508,0.0006466,0,0.508,0.04722,5.714,2.797,0
0.508,0.0007159,0,0.508,0.0476,5.727,2.797,0
0.501,-0.0003003,0,0.501,0.04149,5.523,2.8,0
0.5009,-0.0002374,0,0.5009,0.04189,5.536,2.8,0
0.5006,-9.903e-05,0,0.5006,0.04277,5.564,2.8,0
0.5004,9.227e-05,0,0.5004,0.04396,5.604,2.8,0
0.5002,0.0003049,0,0.5002,0.04524,5.646,2.8,0
0.5001,0.0005021,0,0.5001,0.04638,5.686,2.8,0
0.5001,0.0006484,0,0.5001,0.04721,5.714,2.8,0
0.5001,0.0007159,0,0.5001,0.04758,5.727,2.8,0
0.6228,0.0006067,0,0.6228,0.04781,5.727,2.75,0
0.6227,0.0007053,0,0.6227,0.04818,5.74,2.75,0
0.6226,0.0009221,0,0.6226,0.04899,5.769,2.75,0
0.6226,0.001222,0,0.6226,0.05007,5.808,2.75,0
0.6226,0.001555,0,0.6226,0.05122,5.851,2.75,0
0.6227,0.001865,0,0.6227,0.05225,5.89,2.75,0
0.6228,0.002094,0,0.6228,0.05299,5.919,2.75,0
0.6229,0.0022,0,0.6229,0.05332,5.932,2.75,0
0.6149,0.0006211,0,0.6149,0.04779,5.727,2.753,0
0.6149,0.0007176,0,0.6149,0.04816,5.74,2.753,0
0.6148,0.0009299,0,0.6148,0.04897,5.769,2.753,0
0.6148,0.001224,0,0.6148,0.05005,5.808,2.753,0
0.6148,0.00155,0,0.6148,0.0512,5.851,2.753,0
0.6149,0.001853,0,0.6149,0.05223,5.89,2.753,0
0.615,0.002077,0,0.615,0.05297,5.919,2.753,0
0.6151,0.002181,0,0.6151,0.0533,5.932,2.753,0
0.5979,0.0006489,0,0.5979,0.04775,5.727,2.76,0
0.5978,0.0007409,0,0.5978,0.04813,5.74,2.76,0
0.5977,0.0009434,0,0.5977,0.04893,5.769,2.76,0
0.5977,0.001224,0,0.5977,0.05001,5.808,2.76,0
0.5978,0.001535,0,0.5978,0.05116,5.851,2.76,0
0.5979,0.001824,0,0.5979,0.05219,5.89,2.76,0
0.5981,0.002038,0,0.5981,0.05293,5.919,2.76,0
0.5981,0.002137,0,0.5982,0.05327,5.932,2.76,0
0.5745,0.0006788,0,0.5745,0.04771,5.727,2.77,0
0.5744,0.0007648,0,0.5744,0.04808,5.74,2.77,0
0.5744,0.0009542,0,0.5744,0.04888,5.769,2.77,0
0.5744,0.001216,0,0.5744,0.04996,5.808,2.77,0
0.5745,0.001507,0,0.5745,0.05112,5.851,2.77,0
0.5747,0.001777,0,0.5747,0.05215,5.89,2.77,0
0.5748,0.001977,0,0.5748,0.05288,5.919,2.77,0
0.5749,0.00207,0,0.5749,0.05322,5.932,2.77,0
0.5488,0.0007013,0,0.5488,0.04766,5.727,2.78,0
0.5488,0.0007809,0,0.5488,0.04803,5.74,2.78,0
0.5487,0.0009561,0,0.5487,0.04884,5.769,2.78,0
0.5488,0.001198,0,0.5488,0.04991,5.808,2.78,0
0.5489,0.001468,0,0.5489,0.05107,5.851,2.78,0
0.5491,0.001718,0,0.5491,0.0521,5.89,2.78,0
0.5493,0.001903,0,0.5493,0.05284,5.919,2.78,0
0.5494,0.001989,0,0.5494,0.05317,5.932,2.78,0
0.5253,0.0007128,0,0.5253,0.04762,5.727,2.79,0
0.5253,0.0007867,0,0.5253,0.04799,5.74,2.79,0
0.5253,0.0009492,0,0.5253,0.0488,5.769,2.79,0
0.5253,0.001174,0,0.5254,0.04988,5.808,2.79,0
0.5255,0.001424,0,0.5255,0.05103,5.851,2.79,0
0.5257,0.001656,0,0.5258,0.05206,5.89,2.79,0
0.526,0.001828,0,0.526,0.0528,5.919,2.79,0
0.5261,0.001907,0,0.5261,0.05313,5.932,2.79,0
0.508,0.0007159,0,0.508,0.0476,5.727,2.797,0
0.508,0.0007857,0,0.508,0.04797,5.74,2.797,0
0.508,0.0009391,0,0.508,0.04877,5.769,2.797,0
0.5081,0.001151,0,0.5081,0.04985,5.808,2.797,0
0.5083,0.001387,0,0.5083,0.051,5.851,2.797,0
0.5086,0.001606,0,0.5086,0.05203,5.89,2.797,0
0.5088,0.001769,0,0.5088,0.05277,5.919,2.797,0
0.5089,0.001844,0,0.5089,0.05311,5.932,2.797,0
0.5001,0.0007159,0,0.5001,0.04758,5.727,2.8,0
0.5001,0.0007838,0,0.5001,0.04796,5.74,2.8,0
0.5001,0.0009331,0,0.5001,0.04876,5.769,2.8,0
0.5003,0.00114,0,0.5003,0.04984,5.808,2.8,0
0.5005,0.001369,0,0.5005,0.05099,5.851,2.8,0
0.5007,0.001582,0,0.5007,0.05202,5.89,2.8,0
0.501,0.00174,0,0.501,0.05276,5.919,2.8,0
0.5011,0.001813,0,0.5011,0.05309,5.932,2.8,0
0.6229,0.0022,0,0.6229,0.05332,5.932,2.75,0
0.6229,0.002306,0,0.6229,0.05365,5.945,2.75,0
0.6231,0.00254,0,0.6232,0.05437,5.974,2.75,0
0.6235,0.002864,0,0.6235,0.05531,6.013,2.75,0
0.624,0.003224,0,0.624,0.05632,6.055,2.75,0
0.6245,0.003557,0,0.6245,0.05721,6.095,2.75,0
0.6249,0.003805,0,0.625,0.05785,6.123,2.75,0
0.6252,0.003919,0,0.6252,0.05813,6.136,2.75,0
0.6151,0.002181,0,0.6151,0.0533,5.932,2.753,0
0.6152,0.002285,0,0.6152,0.05363,5.945,2.753,0
0.6154,0.002514,0,0.6154,0.05435,5.974,2.753,0
0.6158,0.002831,0,0.6158,0.0553,6.013,2.753,0
0.6163,0.003184,0,0.6163,0.0563,6.055,2.753,0
0.6168,0.00351,0,0.6168,0.05719,6.095,2.753,0
0.6172,0.003753,0,0.6173,0.05783,6.123,2.753,0
0.6175,0.003864,0,0.6175,0.05811,6.136,2.753,0
0.5981,0.002137,0,0.5982,0.05327,5.932,2.76,0
0.5982,0.002236,0,0.5982,0.0536,5.945,2.76,0
0.5985,0.002455,0,0.5985,0.05431,5.974,2.76,0
0.5989,0.002757,0,0.5989,0.05526,6.013,2.76,0
0.5994,0.003093,0,0.5994,0.05626,6.055,2.76,0
0.5999,0.003405,0,0.5999,0.05715,6.095,2.76,0
0.6004,0.003636,0,0.6004,0.05779,6.123,2.76,0
0.6006,0.003743,0,0.6006,0.05807,6.136,2.76,0
0.5749,0.00207,0,0.5749,0.05322,5.932,2.77,0
0.575,0.002163,0,0.575,0.05355,5.945,2.77,0
0.5753,0.002367,0,0.5753,0.05426,5.974,2.77,0
0.5757,0.00265,0,0.5757,0.05521,6.013,2.77,0
0.5762,0.002964,0,0.5762,0.05622,6.055,2.77,0
0.5768,0.003256,0,0.5768,0.05711,6.095,2.77,0
0.5773,0.003472,0,0.5773,0.05774,6.123,2.77,0
0.5775,0.003572,0,0.5775,0.05802,6.136,2.77,0
0.5494,0.001989,0,0.5494,0.05317,5.932,2.78,0
0.5495,0.002075,0,0.5495,0.0535,5.945,2.78,0
0.5498,0.002264,0,0.5498,0.05421,5.974,2.78,0
0.5503,0.002525,0,0.5503,0.05516,6.013,2.78,0
0.5508,0.002816,0,0.5508,0.05617,6.055,2.78,0
0.5514,0.003086,0,0.5514,0.05706,6.095,2.78,0
0.5519,0.003286,0,0.5519,0.05769,6.123,2.78,0
0.5522,0.003379,0,0.5522,0.05797,6.136,2.78,0
0.5261,0.001907,0,0.5261,0.05313,5.932,2.79,0
0.5262,0.001987,0,0.5262,0.05346,5.945,2.79,0
0.5265,0.002163,0,0.5265,0.05417,5.974,2.79,0
0.527,0.002405,0,0.527,0.05512,6.013,2.79,0
0.5275,0.002675,0,0.5276,0.05613,6.055,2.79,0
0.5282,0.002926,0,0.5282,0.05702,6.095,2.79,0
